"Year","County FIPS Code","County Name","Gross Domestic Product ($1,000)","GDP Unit of Measure"
"2011","42125","Washington, PA","$10,356,614","Thousands of dollars"
"2011","42127","Wayne, PA","$1,660,848","Thousands of dollars"
"2011","42129","Westmoreland, PA","$12,548,093","Thousands of dollars"
"2011","42131","Wyoming, PA","$1,252,776","Thousands of dollars"
"2011","42133","York, PA","$18,123,603","Thousands of dollars"
"2010","42001","Adams, PA","$3,062,586","Thousands of dollars"
"2010","42003","Allegheny, PA","$75,504,115","Thousands of dollars"
"2010","42005","Armstrong, PA","$2,492,986","Thousands of dollars"
"2010","42007","Beaver, PA","$6,579,188","Thousands of dollars"
"2010","42009","Bedford, PA","$1,381,334","Thousands of dollars"
"2010","42011","Berks, PA","$15,937,678","Thousands of dollars"
"2010","42013","Blair, PA","$4,974,602","Thousands of dollars"
"2010","42015","Bradford, PA","$3,334,081","Thousands of dollars"
"2010","42017","Bucks, PA","$29,481,952","Thousands of dollars"
"2010","42019","Butler, PA","$7,689,091","Thousands of dollars"
"2010","42021","Cambria, PA","$4,496,315","Thousands of dollars"
"2010","42023","Cameron, PA","$172,644","Thousands of dollars"
"2010","42025","Carbon, PA","$1,809,282","Thousands of dollars"
"2010","42027","Centre, PA","$6,738,204","Thousands of dollars"
"2010","42029","Chester, PA","$34,616,636","Thousands of dollars"
"2010","42031","Clarion, PA","$1,158,178","Thousands of dollars"
"2010","42033","Clearfield, PA","$2,562,038","Thousands of dollars"
"2010","42035","Clinton, PA","$1,203,810","Thousands of dollars"
"2010","42037","Columbia, PA","$2,186,656","Thousands of dollars"
"2010","42039","Crawford, PA","$2,597,649","Thousands of dollars"
"2010","42041","Cumberland, PA","$12,069,371","Thousands of dollars"
"2010","42043","Dauphin, PA","$17,437,874","Thousands of dollars"
"2010","42045","Delaware, PA","$26,015,528","Thousands of dollars"
"2010","42047","Elk, PA","$1,321,735","Thousands of dollars"
"2010","42049","Erie, PA","$11,007,102","Thousands of dollars"
"2010","42051","Fayette, PA","$3,568,932","Thousands of dollars"
"2010","42053","Forest, PA","$280,319","Thousands of dollars"
"2010","42055","Franklin, PA","$4,939,350","Thousands of dollars"
"2010","42057","Fulton, PA","$415,501","Thousands of dollars"
"2010","42059","Greene, PA","$2,903,070","Thousands of dollars"
"2010","42061","Huntingdon, PA","$1,117,420","Thousands of dollars"
"2010","42063","Indiana, PA","$4,325,486","Thousands of dollars"
"2010","42065","Jefferson, PA","$1,410,932","Thousands of dollars"
"2010","42067","Juniata, PA","$562,153","Thousands of dollars"
"2010","42069","Lackawanna, PA","$8,129,866","Thousands of dollars"
"2010","42071","Lancaster, PA","$22,444,483","Thousands of dollars"
"2010","42073","Lawrence, PA","$2,644,329","Thousands of dollars"
"2010","42075","Lebanon, PA","$4,665,102","Thousands of dollars"
"2010","42077","Lehigh, PA","$19,232,882","Thousands of dollars"
"2010","42079","Luzerne, PA","$12,791,625","Thousands of dollars"
"2010","42081","Lycoming, PA","$4,426,753","Thousands of dollars"
"2010","42083","McKean, PA","$1,488,079","Thousands of dollars"
"2010","42085","Mercer, PA","$3,802,267","Thousands of dollars"
"2010","42087","Mifflin, PA","$1,344,129","Thousands of dollars"
"2010","42089","Monroe, PA","$5,985,654","Thousands of dollars"
"2010","42091","Montgomery, PA","$62,094,753","Thousands of dollars"
"2010","42093","Montour, PA","$1,692,385","Thousands of dollars"
"2010","42095","Northampton, PA","$10,656,438","Thousands of dollars"
"2010","42097","Northumberland, PA","$2,497,248","Thousands of dollars"
"2010","42099","Perry, PA","$800,536","Thousands of dollars"
"2010","42101","Philadelphia, PA","$85,127,144","Thousands of dollars"
"2010","42103","Pike, PA","$1,166,272","Thousands of dollars"
"2010","42105","Potter, PA","$805,479","Thousands of dollars"
"2010","42107","Schuylkill, PA","$4,460,969","Thousands of dollars"
"2010","42109","Snyder, PA","$1,240,504","Thousands of dollars"
"2010","42111","Somerset, PA","$2,361,559","Thousands of dollars"
"2010","42113","Sullivan, PA","$169,351","Thousands of dollars"
"2010","42115","Susquehanna, PA","$1,313,811","Thousands of dollars"
"2010","42117","Tioga, PA","$1,348,408","Thousands of dollars"
"2010","42119","Union, PA","$1,439,560","Thousands of dollars"
"2010","42121","Venango, PA","$1,693,113","Thousands of dollars"
"2010","42123","Warren, PA","$1,248,870","Thousands of dollars"
"2010","42125","Washington, PA","$9,281,932","Thousands of dollars"
"2010","42127","Wayne, PA","$1,579,055","Thousands of dollars"
"2010","42129","Westmoreland, PA","$12,003,987","Thousands of dollars"
"2010","42131","Wyoming, PA","$1,207,734","Thousands of dollars"
"2010","42133","York, PA","$18,131,487","Thousands of dollars"
"2009","42001","Adams, PA","$3,082,755","Thousands of dollars"
"2009","42003","Allegheny, PA","$72,246,971","Thousands of dollars"
"2009","42005","Armstrong, PA","$2,202,597","Thousands of dollars"
"2009","42007","Beaver, PA","$6,202,868","Thousands of dollars"
"2009","42009","Bedford, PA","$1,322,608","Thousands of dollars"
"2009","42011","Berks, PA","$15,424,625","Thousands of dollars"
"2009","42013","Blair, PA","$4,847,408","Thousands of dollars"
"2009","42015","Bradford, PA","$2,695,510","Thousands of dollars"
"2009","42017","Bucks, PA","$28,278,061","Thousands of dollars"
"2009","42019","Butler, PA","$7,230,616","Thousands of dollars"
"2009","42021","Cambria, PA","$4,335,743","Thousands of dollars"
"2009","42023","Cameron, PA","$155,493","Thousands of dollars"
"2009","42025","Carbon, PA","$1,758,936","Thousands of dollars"
"2009","42027","Centre, PA","$6,317,011","Thousands of dollars"
"2009","42029","Chester, PA","$33,940,461","Thousands of dollars"
"2009","42031","Clarion, PA","$1,093,672","Thousands of dollars"
"2009","42033","Clearfield, PA","$2,413,563","Thousands of dollars"
"2009","42035","Clinton, PA","$1,069,500","Thousands of dollars"
"2009","42037","Columbia, PA","$2,119,198","Thousands of dollars"
"2009","42039","Crawford, PA","$2,501,298","Thousands of dollars"
"2009","42041","Cumberland, PA","$11,714,594","Thousands of dollars"
"2009","42043","Dauphin, PA","$17,082,790","Thousands of dollars"
"2009","42045","Delaware, PA","$24,396,303","Thousands of dollars"
"2009","42047","Elk, PA","$1,183,963","Thousands of dollars"
"2009","42049","Erie, PA","$10,686,903","Thousands of dollars"
"2009","42051","Fayette, PA","$3,405,066","Thousands of dollars"
"2009","42053","Forest, PA","$267,655","Thousands of dollars"
"2009","42055","Franklin, PA","$4,924,889","Thousands of dollars"
"2009","42057","Fulton, PA","$450,606","Thousands of dollars"
"2009","42059","Greene, PA","$3,079,879","Thousands of dollars"
"2009","42061","Huntingdon, PA","$1,094,665","Thousands of dollars"
"2009","42063","Indiana, PA","$4,181,330","Thousands of dollars"
"2009","42065","Jefferson, PA","$1,317,636","Thousands of dollars"
"2009","42067","Juniata, PA","$535,413","Thousands of dollars"
"2009","42069","Lackawanna, PA","$7,984,964","Thousands of dollars"
"2009","42071","Lancaster, PA","$21,505,317","Thousands of dollars"
"2009","42073","Lawrence, PA","$2,498,702","Thousands of dollars"
"2009","42075","Lebanon, PA","$4,445,020","Thousands of dollars"
"2009","42077","Lehigh, PA","$18,450,351","Thousands of dollars"
"2009","42079","Luzerne, PA","$12,425,752","Thousands of dollars"
"2009","42081","Lycoming, PA","$4,116,042","Thousands of dollars"
"2009","42083","McKean, PA","$1,415,407","Thousands of dollars"
"2009","42085","Mercer, PA","$3,557,066","Thousands of dollars"
"2009","42087","Mifflin, PA","$1,247,723","Thousands of dollars"
"2009","42089","Monroe, PA","$5,879,343","Thousands of dollars"
"2009","42091","Montgomery, PA","$60,773,254","Thousands of dollars"
"2009","42093","Montour, PA","$1,580,861","Thousands of dollars"
"2009","42095","Northampton, PA","$10,514,136","Thousands of dollars"
"2009","42097","Northumberland, PA","$2,467,368","Thousands of dollars"
"2009","42099","Perry, PA","$748,900","Thousands of dollars"
"2009","42101","Philadelphia, PA","$82,199,436","Thousands of dollars"
"2009","42103","Pike, PA","$1,167,207","Thousands of dollars"
"2009","42105","Potter, PA","$714,922","Thousands of dollars"
"2009","42107","Schuylkill, PA","$4,226,321","Thousands of dollars"
"2009","42109","Snyder, PA","$1,169,367","Thousands of dollars"
"2009","42111","Somerset, PA","$2,165,235","Thousands of dollars"
"2009","42113","Sullivan, PA","$154,765","Thousands of dollars"
"2009","42115","Susquehanna, PA","$968,336","Thousands of dollars"
"2009","42117","Tioga, PA","$1,037,115","Thousands of dollars"
"2009","42119","Union, PA","$1,369,983","Thousands of dollars"
"2009","42121","Venango, PA","$1,602,911","Thousands of dollars"
"2009","42123","Warren, PA","$1,231,986","Thousands of dollars"
"2009","42125","Washington, PA","$8,038,294","Thousands of dollars"
"2009","42127","Wayne, PA","$1,523,904","Thousands of dollars"
"2009","42129","Westmoreland, PA","$11,670,126","Thousands of dollars"
"2009","42131","Wyoming, PA","$1,122,427","Thousands of dollars"
"2009","42133","York, PA","$17,686,817","Thousands of dollars"
"2008","42001","Adams, PA","$2,943,323","Thousands of dollars"
"2008","42003","Allegheny, PA","$71,999,785","Thousands of dollars"
"2008","42005","Armstrong, PA","$2,347,304","Thousands of dollars"
"2008","42007","Beaver, PA","$6,541,677","Thousands of dollars"
"2008","42009","Bedford, PA","$1,356,987","Thousands of dollars"
"2008","42011","Berks, PA","$15,738,398","Thousands of dollars"
"2008","42013","Blair, PA","$4,719,367","Thousands of dollars"
"2008","42015","Bradford, PA","$2,127,712","Thousands of dollars"
"2008","42017","Bucks, PA","$28,538,886","Thousands of dollars"
"2008","42019","Butler, PA","$7,471,230","Thousands of dollars"
"2008","42021","Cambria, PA","$4,335,752","Thousands of dollars"
"2008","42023","Cameron, PA","$170,187","Thousands of dollars"
"2008","42025","Carbon, PA","$1,829,543","Thousands of dollars"
"2008","42027","Centre, PA","$6,223,851","Thousands of dollars"
"2008","42029","Chester, PA","$33,955,375","Thousands of dollars"
"2008","42031","Clarion, PA","$1,162,684","Thousands of dollars"
"2008","42033","Clearfield, PA","$2,523,635","Thousands of dollars"
"2008","42035","Clinton, PA","$1,059,911","Thousands of dollars"
"2008","42037","Columbia, PA","$2,066,405","Thousands of dollars"
"2008","42039","Crawford, PA","$2,575,332","Thousands of dollars"
"2008","42041","Cumberland, PA","$11,763,797","Thousands of dollars"
"2008","42043","Dauphin, PA","$17,219,622","Thousands of dollars"
"2008","42045","Delaware, PA","$24,654,416","Thousands of dollars"
"2008","42047","Elk, PA","$1,266,727","Thousands of dollars"
"2008","42049","Erie, PA","$11,336,913","Thousands of dollars"
"2008","42051","Fayette, PA","$3,330,077","Thousands of dollars"
"2008","42053","Forest, PA","$270,002","Thousands of dollars"
"2008","42055","Franklin, PA","$5,148,228","Thousands of dollars"
"2008","42057","Fulton, PA","$486,325","Thousands of dollars"
"2008","42059","Greene, PA","$2,841,471","Thousands of dollars"
"2008","42061","Huntingdon, PA","$1,073,345","Thousands of dollars"
"2008","42063","Indiana, PA","$4,024,805","Thousands of dollars"
"2008","42065","Jefferson, PA","$1,404,213","Thousands of dollars"
"2008","42067","Juniata, PA","$553,013","Thousands of dollars"
"2008","42069","Lackawanna, PA","$7,831,033","Thousands of dollars"
"2008","42071","Lancaster, PA","$21,815,829","Thousands of dollars"
"2008","42073","Lawrence, PA","$2,653,112","Thousands of dollars"
"2008","42075","Lebanon, PA","$4,333,115","Thousands of dollars"
"2008","42077","Lehigh, PA","$18,310,230","Thousands of dollars"
"2008","42079","Luzerne, PA","$12,209,547","Thousands of dollars"
"2008","42081","Lycoming, PA","$4,079,683","Thousands of dollars"
"2008","42083","McKean, PA","$1,538,562","Thousands of dollars"
"2008","42085","Mercer, PA","$3,802,780","Thousands of dollars"
"2008","42087","Mifflin, PA","$1,267,981","Thousands of dollars"
"2008","42089","Monroe, PA","$5,868,135","Thousands of dollars"
"2008","42091","Montgomery, PA","$61,285,906","Thousands of dollars"
"2008","42093","Montour, PA","$1,474,520","Thousands of dollars"
"2008","42095","Northampton, PA","$10,600,976","Thousands of dollars"
"2008","42097","Northumberland, PA","$2,525,735","Thousands of dollars"
"2008","42099","Perry, PA","$780,139","Thousands of dollars"
"2008","42101","Philadelphia, PA","$85,057,527","Thousands of dollars"
"2008","42103","Pike, PA","$1,164,684","Thousands of dollars"
"2008","42105","Potter, PA","$862,513","Thousands of dollars"
"2008","42107","Schuylkill, PA","$4,183,384","Thousands of dollars"
"2008","42109","Snyder, PA","$1,249,240","Thousands of dollars"
"2008","42111","Somerset, PA","$2,234,907","Thousands of dollars"
"2008","42113","Sullivan, PA","$151,040","Thousands of dollars"
"2008","42115","Susquehanna, PA","$871,222","Thousands of dollars"
"2008","42117","Tioga, PA","$1,020,852","Thousands of dollars"
"2008","42119","Union, PA","$1,371,317","Thousands of dollars"
"2008","42121","Venango, PA","$1,685,252","Thousands of dollars"
"2008","42123","Warren, PA","$1,307,610","Thousands of dollars"
"2008","42125","Washington, PA","$7,813,806","Thousands of dollars"
"2008","42127","Wayne, PA","$1,479,248","Thousands of dollars"
"2008","42129","Westmoreland, PA","$11,983,611","Thousands of dollars"
"2008","42131","Wyoming, PA","$1,014,338","Thousands of dollars"
"2008","42133","York, PA","$17,998,511","Thousands of dollars"
"2007","42001","Adams, PA","$2,802,355","Thousands of dollars"
"2007","42003","Allegheny, PA","$69,410,895","Thousands of dollars"
"2007","42005","Armstrong, PA","$2,154,416","Thousands of dollars"
"2007","42007","Beaver, PA","$6,469,924","Thousands of dollars"
"2007","42009","Bedford, PA","$1,200,168","Thousands of dollars"
"2007","42011","Berks, PA","$15,289,031","Thousands of dollars"
"2007","42013","Blair, PA","$4,612,628","Thousands of dollars"
"2007","42015","Bradford, PA","$1,876,406","Thousands of dollars"
"2007","42017","Bucks, PA","$27,534,570","Thousands of dollars"
"2007","42019","Butler, PA","$7,139,186","Thousands of dollars"
"2007","42021","Cambria, PA","$4,152,295","Thousands of dollars"
"2007","42023","Cameron, PA","$176,725","Thousands of dollars"
"2007","42025","Carbon, PA","$1,685,975","Thousands of dollars"
"2007","42027","Centre, PA","$5,915,677","Thousands of dollars"
"2007","42029","Chester, PA","$33,531,227","Thousands of dollars"
"2007","42031","Clarion, PA","$1,118,267","Thousands of dollars"
"2007","42033","Clearfield, PA","$2,397,125","Thousands of dollars"
"2007","42035","Clinton, PA","$1,022,275","Thousands of dollars"
"2007","42037","Columbia, PA","$2,055,562","Thousands of dollars"
"2007","42039","Crawford, PA","$2,432,099","Thousands of dollars"
"2007","42041","Cumberland, PA","$11,536,454","Thousands of dollars"
"2007","42043","Dauphin, PA","$16,874,168","Thousands of dollars"
"2007","42045","Delaware, PA","$23,319,379","Thousands of dollars"
"2007","42047","Elk, PA","$1,180,611","Thousands of dollars"
"2007","42049","Erie, PA","$10,624,306","Thousands of dollars"
"2007","42051","Fayette, PA","$3,130,100","Thousands of dollars"
"2007","42053","Forest, PA","$216,297","Thousands of dollars"
"2007","42055","Franklin, PA","$5,094,448","Thousands of dollars"
"2007","42057","Fulton, PA","$463,546","Thousands of dollars"
"2007","42059","Greene, PA","$2,534,015","Thousands of dollars"
"2007","42061","Huntingdon, PA","$1,042,764","Thousands of dollars"
"2007","42063","Indiana, PA","$3,942,812","Thousands of dollars"
"2007","42065","Jefferson, PA","$1,283,363","Thousands of dollars"
"2007","42067","Juniata, PA","$551,241","Thousands of dollars"
"2007","42069","Lackawanna, PA","$7,503,828","Thousands of dollars"
"2007","42071","Lancaster, PA","$21,437,078","Thousands of dollars"
"2007","42073","Lawrence, PA","$2,554,488","Thousands of dollars"
"2007","42075","Lebanon, PA","$4,236,196","Thousands of dollars"
"2007","42077","Lehigh, PA","$17,826,584","Thousands of dollars"
"2007","42079","Luzerne, PA","$11,895,702","Thousands of dollars"
"2007","42081","Lycoming, PA","$3,982,139","Thousands of dollars"
"2007","42083","McKean, PA","$1,457,544","Thousands of dollars"
"2007","42085","Mercer, PA","$3,783,470","Thousands of dollars"
"2007","42087","Mifflin, PA","$1,239,769","Thousands of dollars"
"2007","42089","Monroe, PA","$5,626,828","Thousands of dollars"
"2007","42091","Montgomery, PA","$60,983,401","Thousands of dollars"
"2007","42093","Montour, PA","$1,368,860","Thousands of dollars"
"2007","42095","Northampton, PA","$10,419,280","Thousands of dollars"
"2007","42097","Northumberland, PA","$2,591,803","Thousands of dollars"
"2007","42099","Perry, PA","$752,759","Thousands of dollars"
"2007","42101","Philadelphia, PA","$76,971,692","Thousands of dollars"
"2007","42103","Pike, PA","$1,139,468","Thousands of dollars"
"2007","42105","Potter, PA","$657,295","Thousands of dollars"
"2007","42107","Schuylkill, PA","$4,110,703","Thousands of dollars"
"2007","42109","Snyder, PA","$1,238,293","Thousands of dollars"
"2007","42111","Somerset, PA","$2,129,156","Thousands of dollars"
"2007","42113","Sullivan, PA","$147,409","Thousands of dollars"
"2007","42115","Susquehanna, PA","$830,326","Thousands of dollars"
"2007","42117","Tioga, PA","$1,002,326","Thousands of dollars"
"2007","42119","Union, PA","$1,279,460","Thousands of dollars"
"2007","42121","Venango, PA","$1,580,774","Thousands of dollars"
"2007","42123","Warren, PA","$1,293,232","Thousands of dollars"
"2007","42125","Washington, PA","$7,473,253","Thousands of dollars"
"2007","42127","Wayne, PA","$1,371,413","Thousands of dollars"
"2007","42129","Westmoreland, PA","$11,471,552","Thousands of dollars"
"2007","42131","Wyoming, PA","$966,009","Thousands of dollars"
"2007","42133","York, PA","$17,146,247","Thousands of dollars"
"2006","42001","Adams, PA","$2,733,444","Thousands of dollars"
"2006","42003","Allegheny, PA","$65,665,785","Thousands of dollars"
"2006","42005","Armstrong, PA","$2,067,793","Thousands of dollars"
"2006","42007","Beaver, PA","$6,184,878","Thousands of dollars"
"2006","42009","Bedford, PA","$1,102,094","Thousands of dollars"
"2006","42011","Berks, PA","$14,950,410","Thousands of dollars"
"2006","42013","Blair, PA","$4,530,731","Thousands of dollars"
"2006","42015","Bradford, PA","$1,800,942","Thousands of dollars"
"2006","42017","Bucks, PA","$25,906,427","Thousands of dollars"
"2006","42019","Butler, PA","$6,778,591","Thousands of dollars"
"2006","42021","Cambria, PA","$4,004,071","Thousands of dollars"
"2006","42023","Cameron, PA","$177,893","Thousands of dollars"
"2006","42025","Carbon, PA","$1,424,319","Thousands of dollars"
"2006","42027","Centre, PA","$5,609,771","Thousands of dollars"
"2006","42029","Chester, PA","$31,743,895","Thousands of dollars"
"2006","42031","Clarion, PA","$1,083,425","Thousands of dollars"
"2006","42033","Clearfield, PA","$2,308,291","Thousands of dollars"
"2006","42035","Clinton, PA","$1,000,061","Thousands of dollars"
"2006","42037","Columbia, PA","$1,919,004","Thousands of dollars"
"2006","42039","Crawford, PA","$2,307,394","Thousands of dollars"
"2006","42041","Cumberland, PA","$11,075,786","Thousands of dollars"
"2006","42043","Dauphin, PA","$15,948,083","Thousands of dollars"
"2006","42045","Delaware, PA","$22,209,254","Thousands of dollars"
"2006","42047","Elk, PA","$1,140,694","Thousands of dollars"
"2006","42049","Erie, PA","$10,035,804","Thousands of dollars"
"2006","42051","Fayette, PA","$2,968,273","Thousands of dollars"
"2006","42053","Forest, PA","$203,766","Thousands of dollars"
"2006","42055","Franklin, PA","$4,655,875","Thousands of dollars"
"2006","42057","Fulton, PA","$434,635","Thousands of dollars"
"2006","42059","Greene, PA","$2,093,653","Thousands of dollars"
"2006","42061","Huntingdon, PA","$1,023,692","Thousands of dollars"
"2006","42063","Indiana, PA","$3,672,001","Thousands of dollars"
"2006","42065","Jefferson, PA","$1,194,448","Thousands of dollars"
"2006","42067","Juniata, PA","$562,585","Thousands of dollars"
"2006","42069","Lackawanna, PA","$7,149,428","Thousands of dollars"
"2006","42071","Lancaster, PA","$20,807,441","Thousands of dollars"
"2006","42073","Lawrence, PA","$2,400,299","Thousands of dollars"
"2006","42075","Lebanon, PA","$3,960,046","Thousands of dollars"
"2006","42077","Lehigh, PA","$16,862,267","Thousands of dollars"
"2006","42079","Luzerne, PA","$11,251,275","Thousands of dollars"
"2006","42081","Lycoming, PA","$3,860,233","Thousands of dollars"
"2006","42083","McKean, PA","$1,379,652","Thousands of dollars"
"2006","42085","Mercer, PA","$3,613,023","Thousands of dollars"
"2006","42087","Mifflin, PA","$1,218,836","Thousands of dollars"
"2006","42089","Monroe, PA","$5,169,082","Thousands of dollars"
"2006","42091","Montgomery, PA","$57,280,368","Thousands of dollars"
"2006","42093","Montour, PA","$1,423,077","Thousands of dollars"
"2006","42095","Northampton, PA","$9,475,833","Thousands of dollars"
"2006","42097","Northumberland, PA","$2,446,147","Thousands of dollars"
"2006","42099","Perry, PA","$689,837","Thousands of dollars"
"2006","42101","Philadelphia, PA","$68,140,556","Thousands of dollars"
"2006","42103","Pike, PA","$1,074,847","Thousands of dollars"
"2006","42105","Potter, PA","$748,090","Thousands of dollars"
"2006","42107","Schuylkill, PA","$3,939,219","Thousands of dollars"
"2006","42109","Snyder, PA","$1,200,052","Thousands of dollars"
"2006","42111","Somerset, PA","$1,982,036","Thousands of dollars"
"2006","42113","Sullivan, PA","$134,484","Thousands of dollars"
"2006","42115","Susquehanna, PA","$805,800","Thousands of dollars"
"2006","42117","Tioga, PA","$985,893","Thousands of dollars"
"2006","42119","Union, PA","$1,262,332","Thousands of dollars"
"2006","42121","Venango, PA","$1,581,807","Thousands of dollars"
"2006","42123","Warren, PA","$1,278,711","Thousands of dollars"
"2006","42125","Washington, PA","$6,875,500","Thousands of dollars"
"2006","42127","Wayne, PA","$1,301,857","Thousands of dollars"
"2006","42129","Westmoreland, PA","$11,106,968","Thousands of dollars"
"2006","42131","Wyoming, PA","$976,746","Thousands of dollars"
"2006","42133","York, PA","$15,871,654","Thousands of dollars"
"2005","42001","Adams, PA","$2,531,807","Thousands of dollars"
"2005","42003","Allegheny, PA","$64,809,607","Thousands of dollars"
"2005","42005","Armstrong, PA","$2,011,845","Thousands of dollars"
"2005","42007","Beaver, PA","$5,521,214","Thousands of dollars"
"2005","42009","Bedford, PA","$1,037,894","Thousands of dollars"
"2005","42011","Berks, PA","$13,779,076","Thousands of dollars"
"2005","42013","Blair, PA","$4,304,840","Thousands of dollars"
"2005","42015","Bradford, PA","$1,747,703","Thousands of dollars"
"2005","42017","Bucks, PA","$24,985,992","Thousands of dollars"
"2005","42019","Butler, PA","$6,437,626","Thousands of dollars"
"2005","42021","Cambria, PA","$3,940,529","Thousands of dollars"
"2005","42023","Cameron, PA","$172,791","Thousands of dollars"
"2005","42025","Carbon, PA","$1,540,313","Thousands of dollars"
"2005","42027","Centre, PA","$5,597,790","Thousands of dollars"
"2005","42029","Chester, PA","$30,440,402","Thousands of dollars"
"2005","42031","Clarion, PA","$1,092,819","Thousands of dollars"
"2005","42033","Clearfield, PA","$2,214,730","Thousands of dollars"
"2005","42035","Clinton, PA","$970,051","Thousands of dollars"
"2005","42037","Columbia, PA","$1,855,959","Thousands of dollars"
"2005","42039","Crawford, PA","$2,200,979","Thousands of dollars"
"2005","42041","Cumberland, PA","$10,711,053","Thousands of dollars"
"2005","42043","Dauphin, PA","$15,159,669","Thousands of dollars"
"2005","42045","Delaware, PA","$21,559,241","Thousands of dollars"
"2005","42047","Elk, PA","$1,074,413","Thousands of dollars"
"2005","42049","Erie, PA","$9,566,523","Thousands of dollars"
"2005","42051","Fayette, PA","$2,831,545","Thousands of dollars"
"2005","42053","Forest, PA","$193,880","Thousands of dollars"
"2005","42055","Franklin, PA","$4,283,571","Thousands of dollars"
"2005","42057","Fulton, PA","$401,488","Thousands of dollars"
"2005","42059","Greene, PA","$1,885,336","Thousands of dollars"
"2005","42061","Huntingdon, PA","$980,903","Thousands of dollars"
"2005","42063","Indiana, PA","$3,483,094","Thousands of dollars"
"2005","42065","Jefferson, PA","$1,147,782","Thousands of dollars"
"2005","42067","Juniata, PA","$561,991","Thousands of dollars"
"2005","42069","Lackawanna, PA","$6,882,113","Thousands of dollars"
"2005","42071","Lancaster, PA","$20,234,832","Thousands of dollars"
"2005","42073","Lawrence, PA","$2,326,563","Thousands of dollars"
"2005","42075","Lebanon, PA","$3,766,935","Thousands of dollars"
"2005","42077","Lehigh, PA","$16,859,705","Thousands of dollars"
"2005","42079","Luzerne, PA","$10,931,605","Thousands of dollars"
"2005","42081","Lycoming, PA","$3,770,714","Thousands of dollars"
"2005","42083","McKean, PA","$1,308,131","Thousands of dollars"
"2005","42085","Mercer, PA","$3,445,824","Thousands of dollars"
"2005","42087","Mifflin, PA","$1,169,631","Thousands of dollars"
"2005","42089","Monroe, PA","$4,755,500","Thousands of dollars"
"2005","42091","Montgomery, PA","$54,957,079","Thousands of dollars"
"2005","42093","Montour, PA","$1,234,889","Thousands of dollars"
"2005","42095","Northampton, PA","$9,017,844","Thousands of dollars"
"2005","42097","Northumberland, PA","$2,318,066","Thousands of dollars"
"2005","42099","Perry, PA","$676,584","Thousands of dollars"
"2005","42101","Philadelphia, PA","$65,828,770","Thousands of dollars"
"2005","42103","Pike, PA","$1,048,406","Thousands of dollars"
"2005","42105","Potter, PA","$1,518,507","Thousands of dollars"
"2005","42107","Schuylkill, PA","$3,733,239","Thousands of dollars"
"2005","42109","Snyder, PA","$1,203,798","Thousands of dollars"
"2005","42111","Somerset, PA","$1,900,865","Thousands of dollars"
"2005","42113","Sullivan, PA","$131,362","Thousands of dollars"
"2005","42115","Susquehanna, PA","$766,653","Thousands of dollars"
"2005","42117","Tioga, PA","$937,435","Thousands of dollars"
"2005","42119","Union, PA","$1,257,737","Thousands of dollars"
"2005","42121","Venango, PA","$1,501,018","Thousands of dollars"
"2005","42123","Warren, PA","$1,278,546","Thousands of dollars"
"2005","42125","Washington, PA","$6,446,937","Thousands of dollars"
"2005","42127","Wayne, PA","$1,241,984","Thousands of dollars"
"2005","42129","Westmoreland, PA","$10,723,264","Thousands of dollars"
"2005","42131","Wyoming, PA","$865,704","Thousands of dollars"
"2005","42133","York, PA","$15,689,158","Thousands of dollars"
"2004","42001","Adams, PA","$2,346,434","Thousands of dollars"
"2004","42003","Allegheny, PA","$62,799,240","Thousands of dollars"
"2004","42005","Armstrong, PA","$1,855,280","Thousands of dollars"
"2004","42007","Beaver, PA","$5,210,448","Thousands of dollars"
"2004","42009","Bedford, PA","$1,028,217","Thousands of dollars"
"2004","42011","Berks, PA","$13,087,480","Thousands of dollars"
"2004","42013","Blair, PA","$4,098,177","Thousands of dollars"
"2004","42015","Bradford, PA","$1,692,432","Thousands of dollars"
"2004","42017","Bucks, PA","$23,511,265","Thousands of dollars"
"2004","42019","Butler, PA","$5,932,208","Thousands of dollars"
"2004","42021","Cambria, PA","$3,757,231","Thousands of dollars"
"2004","42023","Cameron, PA","$166,476","Thousands of dollars"
"2004","42025","Carbon, PA","$1,313,500","Thousands of dollars"
"2004","42027","Centre, PA","$5,110,692","Thousands of dollars"
"2004","42029","Chester, PA","$27,932,583","Thousands of dollars"
"2004","42031","Clarion, PA","$1,029,266","Thousands of dollars"
"2004","42033","Clearfield, PA","$2,107,208","Thousands of dollars"
"2004","42035","Clinton, PA","$924,003","Thousands of dollars"
"2004","42037","Columbia, PA","$1,769,342","Thousands of dollars"
"2004","42039","Crawford, PA","$2,087,799","Thousands of dollars"
"2004","42041","Cumberland, PA","$10,149,269","Thousands of dollars"
"2004","42043","Dauphin, PA","$14,564,123","Thousands of dollars"
"2004","42045","Delaware, PA","$20,810,852","Thousands of dollars"
"2004","42047","Elk, PA","$1,060,122","Thousands of dollars"
"2004","42049","Erie, PA","$8,877,614","Thousands of dollars"
"2004","42051","Fayette, PA","$2,718,217","Thousands of dollars"
"2004","42053","Forest, PA","$148,279","Thousands of dollars"
"2004","42055","Franklin, PA","$3,844,528","Thousands of dollars"
"2004","42057","Fulton, PA","$357,150","Thousands of dollars"
"2004","42059","Greene, PA","$1,554,486","Thousands of dollars"
"2004","42061","Huntingdon, PA","$917,485","Thousands of dollars"
