"Year","County FIPS Code","County Name","Gross Domestic Product ($1,000)","GDP Unit of Measure"
"2017","42055","Franklin, PA","$6,302,357","Thousands of dollars"
"2017","42057","Fulton, PA","$653,357","Thousands of dollars"
"2017","42059","Greene, PA","$2,827,116","Thousands of dollars"
"2017","42061","Huntingdon, PA","$1,290,436","Thousands of dollars"
"2017","42063","Indiana, PA","$4,113,460","Thousands of dollars"
"2017","42065","Jefferson, PA","$1,524,400","Thousands of dollars"
"2017","42067","Juniata, PA","$741,832","Thousands of dollars"
"2017","42069","Lackawanna, PA","$9,712,597","Thousands of dollars"
"2017","42071","Lancaster, PA","$28,779,773","Thousands of dollars"
"2017","42073","Lawrence, PA","$3,079,198","Thousands of dollars"
"2017","42075","Lebanon, PA","$5,749,659","Thousands of dollars"
"2017","42077","Lehigh, PA","$22,415,473","Thousands of dollars"
"2017","42079","Luzerne, PA","$15,271,856","Thousands of dollars"
"2017","42081","Lycoming, PA","$5,836,494","Thousands of dollars"
"2017","42083","McKean, PA","$1,993,921","Thousands of dollars"
"2017","42085","Mercer, PA","$4,427,400","Thousands of dollars"
"2017","42087","Mifflin, PA","$1,665,119","Thousands of dollars"
"2017","42089","Monroe, PA","$7,597,383","Thousands of dollars"
"2017","42091","Montgomery, PA","$78,127,590","Thousands of dollars"
"2017","42093","Montour, PA","$1,950,365","Thousands of dollars"
"2017","42095","Northampton, PA","$15,510,814","Thousands of dollars"
"2017","42097","Northumberland, PA","$2,927,981","Thousands of dollars"
"2017","42099","Perry, PA","$968,250","Thousands of dollars"
"2017","42101","Philadelphia, PA","$108,863,224","Thousands of dollars"
"2017","42103","Pike, PA","$1,385,421","Thousands of dollars"
"2017","42105","Potter, PA","$906,166","Thousands of dollars"
"2017","42107","Schuylkill, PA","$4,834,538","Thousands of dollars"
"2017","42109","Snyder, PA","$1,455,108","Thousands of dollars"
"2017","42111","Somerset, PA","$2,493,046","Thousands of dollars"
"2017","42113","Sullivan, PA","$303,024","Thousands of dollars"
"2017","42115","Susquehanna, PA","$2,202,680","Thousands of dollars"
"2017","42117","Tioga, PA","$1,522,933","Thousands of dollars"
"2017","42119","Union, PA","$1,810,381","Thousands of dollars"
"2017","42121","Venango, PA","$1,830,745","Thousands of dollars"
"2017","42123","Warren, PA","$1,539,148","Thousands of dollars"
"2017","42125","Washington, PA","$14,110,040","Thousands of dollars"
"2017","42127","Wayne, PA","$1,797,595","Thousands of dollars"
"2017","42129","Westmoreland, PA","$14,754,637","Thousands of dollars"
"2017","42131","Wyoming, PA","$1,674,407","Thousands of dollars"
"2017","42133","York, PA","$21,304,241","Thousands of dollars"
"2016","42001","Adams, PA","$3,828,356","Thousands of dollars"
"2016","42003","Allegheny, PA","$92,001,412","Thousands of dollars"
"2016","42005","Armstrong, PA","$2,192,530","Thousands of dollars"
"2016","42007","Beaver, PA","$6,571,606","Thousands of dollars"
"2016","42009","Bedford, PA","$1,461,446","Thousands of dollars"
"2016","42011","Berks, PA","$19,763,591","Thousands of dollars"
"2016","42013","Blair, PA","$5,718,753","Thousands of dollars"
"2016","42015","Bradford, PA","$3,138,603","Thousands of dollars"
"2016","42017","Bucks, PA","$34,280,016","Thousands of dollars"
"2016","42019","Butler, PA","$10,094,778","Thousands of dollars"
"2016","42021","Cambria, PA","$4,666,878","Thousands of dollars"
"2016","42023","Cameron, PA","$207,210","Thousands of dollars"
"2016","42025","Carbon, PA","$2,437,859","Thousands of dollars"
"2016","42027","Centre, PA","$8,572,960","Thousands of dollars"
"2016","42029","Chester, PA","$42,398,808","Thousands of dollars"
"2016","42031","Clarion, PA","$1,180,428","Thousands of dollars"
"2016","42033","Clearfield, PA","$2,617,931","Thousands of dollars"
"2016","42035","Clinton, PA","$1,617,406","Thousands of dollars"
"2016","42037","Columbia, PA","$2,449,741","Thousands of dollars"
"2016","42039","Crawford, PA","$2,989,718","Thousands of dollars"
"2016","42041","Cumberland, PA","$14,980,486","Thousands of dollars"
"2016","42043","Dauphin, PA","$22,163,587","Thousands of dollars"
"2016","42045","Delaware, PA","$32,736,378","Thousands of dollars"
"2016","42047","Elk, PA","$1,434,353","Thousands of dollars"
"2016","42049","Erie, PA","$11,669,139","Thousands of dollars"
"2016","42051","Fayette, PA","$4,234,819","Thousands of dollars"
"2016","42053","Forest, PA","$244,927","Thousands of dollars"
"2016","42055","Franklin, PA","$5,764,422","Thousands of dollars"
"2016","42057","Fulton, PA","$632,588","Thousands of dollars"
"2016","42059","Greene, PA","$2,737,536","Thousands of dollars"
"2016","42061","Huntingdon, PA","$1,323,699","Thousands of dollars"
"2016","42063","Indiana, PA","$4,052,222","Thousands of dollars"
"2016","42065","Jefferson, PA","$1,460,344","Thousands of dollars"
"2016","42067","Juniata, PA","$696,333","Thousands of dollars"
"2016","42069","Lackawanna, PA","$9,464,667","Thousands of dollars"
"2016","42071","Lancaster, PA","$27,589,205","Thousands of dollars"
"2016","42073","Lawrence, PA","$2,999,212","Thousands of dollars"
"2016","42075","Lebanon, PA","$5,547,948","Thousands of dollars"
"2016","42077","Lehigh, PA","$22,220,603","Thousands of dollars"
"2016","42079","Luzerne, PA","$15,353,261","Thousands of dollars"
"2016","42081","Lycoming, PA","$5,574,004","Thousands of dollars"
"2016","42083","McKean, PA","$1,813,271","Thousands of dollars"
"2016","42085","Mercer, PA","$4,275,030","Thousands of dollars"
"2016","42087","Mifflin, PA","$1,626,901","Thousands of dollars"
"2016","42089","Monroe, PA","$7,093,026","Thousands of dollars"
"2016","42091","Montgomery, PA","$76,458,825","Thousands of dollars"
"2016","42093","Montour, PA","$1,887,973","Thousands of dollars"
"2016","42095","Northampton, PA","$14,667,226","Thousands of dollars"
"2016","42097","Northumberland, PA","$2,858,976","Thousands of dollars"
"2016","42099","Perry, PA","$899,322","Thousands of dollars"
"2016","42101","Philadelphia, PA","$110,594,455","Thousands of dollars"
"2016","42103","Pike, PA","$1,397,150","Thousands of dollars"
"2016","42105","Potter, PA","$876,159","Thousands of dollars"
"2016","42107","Schuylkill, PA","$4,830,328","Thousands of dollars"
"2016","42109","Snyder, PA","$1,348,431","Thousands of dollars"
"2016","42111","Somerset, PA","$2,369,860","Thousands of dollars"
"2016","42113","Sullivan, PA","$265,493","Thousands of dollars"
"2016","42115","Susquehanna, PA","$1,997,354","Thousands of dollars"
"2016","42117","Tioga, PA","$1,484,803","Thousands of dollars"
"2016","42119","Union, PA","$1,743,360","Thousands of dollars"
"2016","42121","Venango, PA","$1,772,876","Thousands of dollars"
"2016","42123","Warren, PA","$1,555,370","Thousands of dollars"
"2016","42125","Washington, PA","$12,240,198","Thousands of dollars"
"2016","42127","Wayne, PA","$1,703,834","Thousands of dollars"
"2016","42129","Westmoreland, PA","$14,153,464","Thousands of dollars"
"2016","42131","Wyoming, PA","$1,603,506","Thousands of dollars"
"2016","42133","York, PA","$20,578,983","Thousands of dollars"
"2015","42001","Adams, PA","$3,713,553","Thousands of dollars"
"2015","42003","Allegheny, PA","$90,428,929","Thousands of dollars"
"2015","42005","Armstrong, PA","$2,249,693","Thousands of dollars"
"2015","42007","Beaver, PA","$6,630,242","Thousands of dollars"
"2015","42009","Bedford, PA","$1,471,022","Thousands of dollars"
"2015","42011","Berks, PA","$19,276,607","Thousands of dollars"
"2015","42013","Blair, PA","$5,558,760","Thousands of dollars"
"2015","42015","Bradford, PA","$3,325,053","Thousands of dollars"
"2015","42017","Bucks, PA","$33,101,253","Thousands of dollars"
"2015","42019","Butler, PA","$10,159,341","Thousands of dollars"
"2015","42021","Cambria, PA","$4,665,161","Thousands of dollars"
"2015","42023","Cameron, PA","$193,769","Thousands of dollars"
"2015","42025","Carbon, PA","$2,306,185","Thousands of dollars"
"2015","42027","Centre, PA","$8,178,032","Thousands of dollars"
"2015","42029","Chester, PA","$41,866,941","Thousands of dollars"
"2015","42031","Clarion, PA","$1,242,829","Thousands of dollars"
"2015","42033","Clearfield, PA","$2,671,105","Thousands of dollars"
"2015","42035","Clinton, PA","$1,635,889","Thousands of dollars"
"2015","42037","Columbia, PA","$2,397,317","Thousands of dollars"
"2015","42039","Crawford, PA","$3,017,213","Thousands of dollars"
"2015","42041","Cumberland, PA","$14,790,642","Thousands of dollars"
"2015","42043","Dauphin, PA","$21,682,643","Thousands of dollars"
"2015","42045","Delaware, PA","$31,928,821","Thousands of dollars"
"2015","42047","Elk, PA","$1,409,029","Thousands of dollars"
"2015","42049","Erie, PA","$11,815,957","Thousands of dollars"
"2015","42051","Fayette, PA","$4,124,030","Thousands of dollars"
"2015","42053","Forest, PA","$258,896","Thousands of dollars"
"2015","42055","Franklin, PA","$5,830,439","Thousands of dollars"
"2015","42057","Fulton, PA","$692,211","Thousands of dollars"
"2015","42059","Greene, PA","$3,000,527","Thousands of dollars"
"2015","42061","Huntingdon, PA","$1,288,276","Thousands of dollars"
"2015","42063","Indiana, PA","$4,360,101","Thousands of dollars"
"2015","42065","Jefferson, PA","$1,550,523","Thousands of dollars"
"2015","42067","Juniata, PA","$702,172","Thousands of dollars"
"2015","42069","Lackawanna, PA","$9,135,322","Thousands of dollars"
"2015","42071","Lancaster, PA","$26,983,189","Thousands of dollars"
"2015","42073","Lawrence, PA","$3,031,033","Thousands of dollars"
"2015","42075","Lebanon, PA","$5,598,384","Thousands of dollars"
"2015","42077","Lehigh, PA","$21,507,504","Thousands of dollars"
"2015","42079","Luzerne, PA","$14,985,564","Thousands of dollars"
"2015","42081","Lycoming, PA","$5,932,001","Thousands of dollars"
"2015","42083","McKean, PA","$1,910,371","Thousands of dollars"
"2015","42085","Mercer, PA","$4,307,850","Thousands of dollars"
"2015","42087","Mifflin, PA","$1,623,917","Thousands of dollars"
"2015","42089","Monroe, PA","$6,852,934","Thousands of dollars"
"2015","42091","Montgomery, PA","$73,517,266","Thousands of dollars"
"2015","42093","Montour, PA","$1,910,022","Thousands of dollars"
"2015","42095","Northampton, PA","$13,740,823","Thousands of dollars"
"2015","42097","Northumberland, PA","$2,830,827","Thousands of dollars"
"2015","42099","Perry, PA","$910,338","Thousands of dollars"
"2015","42101","Philadelphia, PA","$104,646,668","Thousands of dollars"
"2015","42103","Pike, PA","$1,346,269","Thousands of dollars"
"2015","42105","Potter, PA","$782,042","Thousands of dollars"
"2015","42107","Schuylkill, PA","$4,916,879","Thousands of dollars"
"2015","42109","Snyder, PA","$1,335,441","Thousands of dollars"
"2015","42111","Somerset, PA","$2,441,572","Thousands of dollars"
"2015","42113","Sullivan, PA","$287,304","Thousands of dollars"
"2015","42115","Susquehanna, PA","$2,145,572","Thousands of dollars"
"2015","42117","Tioga, PA","$1,557,548","Thousands of dollars"
"2015","42119","Union, PA","$1,747,798","Thousands of dollars"
"2015","42121","Venango, PA","$1,843,444","Thousands of dollars"
"2015","42123","Warren, PA","$1,660,318","Thousands of dollars"
"2015","42125","Washington, PA","$12,650,567","Thousands of dollars"
"2015","42127","Wayne, PA","$1,637,950","Thousands of dollars"
"2015","42129","Westmoreland, PA","$13,716,488","Thousands of dollars"
"2015","42131","Wyoming, PA","$1,568,627","Thousands of dollars"
"2015","42133","York, PA","$19,949,332","Thousands of dollars"
"2014","42001","Adams, PA","$3,528,067","Thousands of dollars"
"2014","42003","Allegheny, PA","$85,781,727","Thousands of dollars"
"2014","42005","Armstrong, PA","$2,357,104","Thousands of dollars"
"2014","42007","Beaver, PA","$6,840,055","Thousands of dollars"
"2014","42009","Bedford, PA","$1,448,735","Thousands of dollars"
"2014","42011","Berks, PA","$18,226,162","Thousands of dollars"
"2014","42013","Blair, PA","$5,363,527","Thousands of dollars"
"2014","42015","Bradford, PA","$4,260,486","Thousands of dollars"
"2014","42017","Bucks, PA","$32,192,543","Thousands of dollars"
"2014","42019","Butler, PA","$9,976,522","Thousands of dollars"
"2014","42021","Cambria, PA","$4,693,637","Thousands of dollars"
"2014","42023","Cameron, PA","$197,648","Thousands of dollars"
"2014","42025","Carbon, PA","$2,211,000","Thousands of dollars"
"2014","42027","Centre, PA","$7,889,220","Thousands of dollars"
"2014","42029","Chester, PA","$40,121,576","Thousands of dollars"
"2014","42031","Clarion, PA","$1,217,851","Thousands of dollars"
"2014","42033","Clearfield, PA","$2,702,485","Thousands of dollars"
"2014","42035","Clinton, PA","$1,606,568","Thousands of dollars"
"2014","42037","Columbia, PA","$2,299,921","Thousands of dollars"
"2014","42039","Crawford, PA","$2,990,119","Thousands of dollars"
"2014","42041","Cumberland, PA","$14,256,947","Thousands of dollars"
"2014","42043","Dauphin, PA","$20,564,086","Thousands of dollars"
"2014","42045","Delaware, PA","$31,200,434","Thousands of dollars"
"2014","42047","Elk, PA","$1,392,652","Thousands of dollars"
"2014","42049","Erie, PA","$11,539,184","Thousands of dollars"
"2014","42051","Fayette, PA","$3,984,542","Thousands of dollars"
"2014","42053","Forest, PA","$261,122","Thousands of dollars"
"2014","42055","Franklin, PA","$5,565,167","Thousands of dollars"
"2014","42057","Fulton, PA","$713,065","Thousands of dollars"
"2014","42059","Greene, PA","$3,407,321","Thousands of dollars"
"2014","42061","Huntingdon, PA","$1,228,957","Thousands of dollars"
"2014","42063","Indiana, PA","$4,692,651","Thousands of dollars"
"2014","42065","Jefferson, PA","$1,530,514","Thousands of dollars"
"2014","42067","Juniata, PA","$641,193","Thousands of dollars"
"2014","42069","Lackawanna, PA","$8,738,880","Thousands of dollars"
"2014","42071","Lancaster, PA","$25,344,361","Thousands of dollars"
"2014","42073","Lawrence, PA","$2,972,542","Thousands of dollars"
"2014","42075","Lebanon, PA","$5,409,589","Thousands of dollars"
"2014","42077","Lehigh, PA","$20,795,827","Thousands of dollars"
"2014","42079","Luzerne, PA","$14,269,996","Thousands of dollars"
"2014","42081","Lycoming, PA","$6,488,112","Thousands of dollars"
"2014","42083","McKean, PA","$2,040,680","Thousands of dollars"
"2014","42085","Mercer, PA","$4,278,264","Thousands of dollars"
"2014","42087","Mifflin, PA","$1,560,161","Thousands of dollars"
"2014","42089","Monroe, PA","$6,403,984","Thousands of dollars"
"2014","42091","Montgomery, PA","$70,830,288","Thousands of dollars"
"2014","42093","Montour, PA","$1,841,944","Thousands of dollars"
"2014","42095","Northampton, PA","$12,891,166","Thousands of dollars"
"2014","42097","Northumberland, PA","$2,759,215","Thousands of dollars"
"2014","42099","Perry, PA","$868,684","Thousands of dollars"
"2014","42101","Philadelphia, PA","$101,515,091","Thousands of dollars"
"2014","42103","Pike, PA","$1,297,710","Thousands of dollars"
"2014","42105","Potter, PA","$707,635","Thousands of dollars"
"2014","42107","Schuylkill, PA","$4,749,664","Thousands of dollars"
"2014","42109","Snyder, PA","$1,279,838","Thousands of dollars"
"2014","42111","Somerset, PA","$2,549,510","Thousands of dollars"
"2014","42113","Sullivan, PA","$341,554","Thousands of dollars"
"2014","42115","Susquehanna, PA","$2,830,868","Thousands of dollars"
"2014","42117","Tioga, PA","$1,788,695","Thousands of dollars"
"2014","42119","Union, PA","$1,709,460","Thousands of dollars"
"2014","42121","Venango, PA","$1,868,042","Thousands of dollars"
"2014","42123","Warren, PA","$1,777,281","Thousands of dollars"
"2014","42125","Washington, PA","$12,487,207","Thousands of dollars"
"2014","42127","Wayne, PA","$1,593,956","Thousands of dollars"
"2014","42129","Westmoreland, PA","$13,624,192","Thousands of dollars"
"2014","42131","Wyoming, PA","$1,728,479","Thousands of dollars"
"2014","42133","York, PA","$19,320,969","Thousands of dollars"
"2013","42001","Adams, PA","$3,447,706","Thousands of dollars"
"2013","42003","Allegheny, PA","$83,430,066","Thousands of dollars"
"2013","42005","Armstrong, PA","$2,382,779","Thousands of dollars"
"2013","42007","Beaver, PA","$6,678,642","Thousands of dollars"
"2013","42009","Bedford, PA","$1,422,433","Thousands of dollars"
"2013","42011","Berks, PA","$17,570,630","Thousands of dollars"
"2013","42013","Blair, PA","$5,251,589","Thousands of dollars"
"2013","42015","Bradford, PA","$3,650,520","Thousands of dollars"
"2013","42017","Bucks, PA","$31,294,058","Thousands of dollars"
"2013","42019","Butler, PA","$9,430,060","Thousands of dollars"
"2013","42021","Cambria, PA","$4,621,221","Thousands of dollars"
"2013","42023","Cameron, PA","$189,273","Thousands of dollars"
"2013","42025","Carbon, PA","$2,150,399","Thousands of dollars"
"2013","42027","Centre, PA","$7,675,568","Thousands of dollars"
"2013","42029","Chester, PA","$38,699,138","Thousands of dollars"
"2013","42031","Clarion, PA","$1,201,981","Thousands of dollars"
"2013","42033","Clearfield, PA","$2,671,230","Thousands of dollars"
"2013","42035","Clinton, PA","$1,509,039","Thousands of dollars"
"2013","42037","Columbia, PA","$2,277,070","Thousands of dollars"
"2013","42039","Crawford, PA","$2,836,811","Thousands of dollars"
"2013","42041","Cumberland, PA","$13,656,048","Thousands of dollars"
"2013","42043","Dauphin, PA","$19,542,351","Thousands of dollars"
"2013","42045","Delaware, PA","$29,421,165","Thousands of dollars"
"2013","42047","Elk, PA","$1,307,420","Thousands of dollars"
"2013","42049","Erie, PA","$11,958,356","Thousands of dollars"
"2013","42051","Fayette, PA","$3,817,770","Thousands of dollars"
"2013","42053","Forest, PA","$259,338","Thousands of dollars"
"2013","42055","Franklin, PA","$5,371,581","Thousands of dollars"
"2013","42057","Fulton, PA","$665,157","Thousands of dollars"
"2013","42059","Greene, PA","$3,429,621","Thousands of dollars"
"2013","42061","Huntingdon, PA","$1,189,985","Thousands of dollars"
"2013","42063","Indiana, PA","$4,520,103","Thousands of dollars"
"2013","42065","Jefferson, PA","$1,494,503","Thousands of dollars"
"2013","42067","Juniata, PA","$611,466","Thousands of dollars"
"2013","42069","Lackawanna, PA","$8,445,231","Thousands of dollars"
"2013","42071","Lancaster, PA","$24,329,200","Thousands of dollars"
"2013","42073","Lawrence, PA","$2,874,346","Thousands of dollars"
"2013","42075","Lebanon, PA","$5,195,238","Thousands of dollars"
"2013","42077","Lehigh, PA","$20,144,435","Thousands of dollars"
"2013","42079","Luzerne, PA","$13,907,385","Thousands of dollars"
"2013","42081","Lycoming, PA","$5,902,264","Thousands of dollars"
"2013","42083","McKean, PA","$1,691,896","Thousands of dollars"
"2013","42085","Mercer, PA","$4,158,105","Thousands of dollars"
"2013","42087","Mifflin, PA","$1,518,989","Thousands of dollars"
"2013","42089","Monroe, PA","$6,212,811","Thousands of dollars"
"2013","42091","Montgomery, PA","$68,154,666","Thousands of dollars"
"2013","42093","Montour, PA","$1,938,724","Thousands of dollars"
"2013","42095","Northampton, PA","$12,366,533","Thousands of dollars"
"2013","42097","Northumberland, PA","$2,677,026","Thousands of dollars"
"2013","42099","Perry, PA","$826,047","Thousands of dollars"
"2013","42101","Philadelphia, PA","$98,926,078","Thousands of dollars"
"2013","42103","Pike, PA","$1,210,406","Thousands of dollars"
"2013","42105","Potter, PA","$680,846","Thousands of dollars"
"2013","42107","Schuylkill, PA","$4,738,538","Thousands of dollars"
"2013","42109","Snyder, PA","$1,250,843","Thousands of dollars"
"2013","42111","Somerset, PA","$2,418,715","Thousands of dollars"
"2013","42113","Sullivan, PA","$235,879","Thousands of dollars"
"2013","42115","Susquehanna, PA","$2,140,237","Thousands of dollars"
"2013","42117","Tioga, PA","$1,725,628","Thousands of dollars"
"2013","42119","Union, PA","$1,646,994","Thousands of dollars"
"2013","42121","Venango, PA","$1,777,193","Thousands of dollars"
"2013","42123","Warren, PA","$1,420,147","Thousands of dollars"
"2013","42125","Washington, PA","$11,556,077","Thousands of dollars"
"2013","42127","Wayne, PA","$1,582,956","Thousands of dollars"
"2013","42129","Westmoreland, PA","$13,186,793","Thousands of dollars"
"2013","42131","Wyoming, PA","$1,428,558","Thousands of dollars"
"2013","42133","York, PA","$18,863,559","Thousands of dollars"
"2012","42001","Adams, PA","$3,334,887","Thousands of dollars"
"2012","42003","Allegheny, PA","$80,278,768","Thousands of dollars"
"2012","42005","Armstrong, PA","$2,309,324","Thousands of dollars"
"2012","42007","Beaver, PA","$6,799,263","Thousands of dollars"
"2012","42009","Bedford, PA","$1,409,899","Thousands of dollars"
"2012","42011","Berks, PA","$17,073,692","Thousands of dollars"
"2012","42013","Blair, PA","$5,092,472","Thousands of dollars"
"2012","42015","Bradford, PA","$3,761,007","Thousands of dollars"
"2012","42017","Bucks, PA","$30,301,891","Thousands of dollars"
"2012","42019","Butler, PA","$8,861,939","Thousands of dollars"
"2012","42021","Cambria, PA","$4,623,590","Thousands of dollars"
"2012","42023","Cameron, PA","$178,745","Thousands of dollars"
"2012","42025","Carbon, PA","$2,007,458","Thousands of dollars"
"2012","42027","Centre, PA","$7,465,967","Thousands of dollars"
"2012","42029","Chester, PA","$35,957,852","Thousands of dollars"
"2012","42031","Clarion, PA","$1,166,386","Thousands of dollars"
"2012","42033","Clearfield, PA","$2,674,074","Thousands of dollars"
"2012","42035","Clinton, PA","$1,427,055","Thousands of dollars"
"2012","42037","Columbia, PA","$2,211,390","Thousands of dollars"
"2012","42039","Crawford, PA","$2,788,611","Thousands of dollars"
"2012","42041","Cumberland, PA","$13,048,215","Thousands of dollars"
"2012","42043","Dauphin, PA","$18,803,933","Thousands of dollars"
"2012","42045","Delaware, PA","$28,228,273","Thousands of dollars"
"2012","42047","Elk, PA","$1,327,606","Thousands of dollars"
"2012","42049","Erie, PA","$11,587,600","Thousands of dollars"
"2012","42051","Fayette, PA","$3,743,538","Thousands of dollars"
"2012","42053","Forest, PA","$258,954","Thousands of dollars"
"2012","42055","Franklin, PA","$5,119,900","Thousands of dollars"
"2012","42057","Fulton, PA","$488,318","Thousands of dollars"
"2012","42059","Greene, PA","$3,496,220","Thousands of dollars"
"2012","42061","Huntingdon, PA","$1,175,291","Thousands of dollars"
"2012","42063","Indiana, PA","$4,349,291","Thousands of dollars"
"2012","42065","Jefferson, PA","$1,471,755","Thousands of dollars"
"2012","42067","Juniata, PA","$559,399","Thousands of dollars"
"2012","42069","Lackawanna, PA","$8,202,278","Thousands of dollars"
"2012","42071","Lancaster, PA","$23,275,238","Thousands of dollars"
"2012","42073","Lawrence, PA","$2,799,895","Thousands of dollars"
"2012","42075","Lebanon, PA","$5,096,625","Thousands of dollars"
"2012","42077","Lehigh, PA","$19,907,013","Thousands of dollars"
"2012","42079","Luzerne, PA","$13,548,824","Thousands of dollars"
"2012","42081","Lycoming, PA","$5,686,917","Thousands of dollars"
"2012","42083","McKean, PA","$1,705,425","Thousands of dollars"
"2012","42085","Mercer, PA","$4,059,369","Thousands of dollars"
"2012","42087","Mifflin, PA","$1,420,263","Thousands of dollars"
"2012","42089","Monroe, PA","$6,025,994","Thousands of dollars"
"2012","42091","Montgomery, PA","$66,479,776","Thousands of dollars"
"2012","42093","Montour, PA","$1,808,123","Thousands of dollars"
"2012","42095","Northampton, PA","$11,796,265","Thousands of dollars"
"2012","42097","Northumberland, PA","$2,550,860","Thousands of dollars"
"2012","42099","Perry, PA","$812,893","Thousands of dollars"
"2012","42101","Philadelphia, PA","$94,048,092","Thousands of dollars"
"2012","42103","Pike, PA","$1,162,333","Thousands of dollars"
"2012","42105","Potter, PA","$696,992","Thousands of dollars"
"2012","42107","Schuylkill, PA","$4,559,121","Thousands of dollars"
"2012","42109","Snyder, PA","$1,177,712","Thousands of dollars"
"2012","42111","Somerset, PA","$2,454,958","Thousands of dollars"
"2012","42113","Sullivan, PA","$194,578","Thousands of dollars"
"2012","42115","Susquehanna, PA","$2,018,322","Thousands of dollars"
"2012","42117","Tioga, PA","$1,805,293","Thousands of dollars"
"2012","42119","Union, PA","$1,515,128","Thousands of dollars"
"2012","42121","Venango, PA","$1,762,574","Thousands of dollars"
"2012","42123","Warren, PA","$1,392,593","Thousands of dollars"
"2012","42125","Washington, PA","$11,279,304","Thousands of dollars"
"2012","42127","Wayne, PA","$1,563,600","Thousands of dollars"
"2012","42129","Westmoreland, PA","$12,869,254","Thousands of dollars"
"2012","42131","Wyoming, PA","$1,338,651","Thousands of dollars"
"2012","42133","York, PA","$18,037,505","Thousands of dollars"
"2011","42001","Adams, PA","$3,176,398","Thousands of dollars"
"2011","42003","Allegheny, PA","$77,604,149","Thousands of dollars"
"2011","42005","Armstrong, PA","$2,502,319","Thousands of dollars"
"2011","42007","Beaver, PA","$6,889,848","Thousands of dollars"
"2011","42009","Bedford, PA","$1,436,854","Thousands of dollars"
"2011","42011","Berks, PA","$16,670,269","Thousands of dollars"
"2011","42013","Blair, PA","$5,043,764","Thousands of dollars"
"2011","42015","Bradford, PA","$4,019,382","Thousands of dollars"
"2011","42017","Bucks, PA","$29,924,106","Thousands of dollars"
"2011","42019","Butler, PA","$8,309,484","Thousands of dollars"
"2011","42021","Cambria, PA","$4,578,979","Thousands of dollars"
"2011","42023","Cameron, PA","$178,928","Thousands of dollars"
"2011","42025","Carbon, PA","$1,851,230","Thousands of dollars"
"2011","42027","Centre, PA","$7,000,814","Thousands of dollars"
"2011","42029","Chester, PA","$34,630,833","Thousands of dollars"
"2011","42031","Clarion, PA","$1,197,292","Thousands of dollars"
"2011","42033","Clearfield, PA","$2,706,764","Thousands of dollars"
"2011","42035","Clinton, PA","$1,315,630","Thousands of dollars"
"2011","42037","Columbia, PA","$2,187,253","Thousands of dollars"
"2011","42039","Crawford, PA","$2,743,399","Thousands of dollars"
"2011","42041","Cumberland, PA","$12,652,707","Thousands of dollars"
"2011","42043","Dauphin, PA","$17,994,831","Thousands of dollars"
"2011","42045","Delaware, PA","$26,358,501","Thousands of dollars"
"2011","42047","Elk, PA","$1,321,250","Thousands of dollars"
"2011","42049","Erie, PA","$11,647,794","Thousands of dollars"
"2011","42051","Fayette, PA","$3,737,730","Thousands of dollars"
"2011","42053","Forest, PA","$265,784","Thousands of dollars"
"2011","42055","Franklin, PA","$5,057,624","Thousands of dollars"
"2011","42057","Fulton, PA","$481,890","Thousands of dollars"
"2011","42059","Greene, PA","$3,358,091","Thousands of dollars"
"2011","42061","Huntingdon, PA","$1,179,323","Thousands of dollars"
"2011","42063","Indiana, PA","$4,432,067","Thousands of dollars"
"2011","42065","Jefferson, PA","$1,496,962","Thousands of dollars"
"2011","42067","Juniata, PA","$554,431","Thousands of dollars"
"2011","42069","Lackawanna, PA","$8,104,282","Thousands of dollars"
"2011","42071","Lancaster, PA","$22,691,525","Thousands of dollars"
"2011","42073","Lawrence, PA","$2,767,975","Thousands of dollars"
"2011","42075","Lebanon, PA","$4,871,670","Thousands of dollars"
"2011","42077","Lehigh, PA","$19,615,452","Thousands of dollars"
"2011","42079","Luzerne, PA","$13,174,199","Thousands of dollars"
"2011","42081","Lycoming, PA","$5,116,630","Thousands of dollars"
"2011","42083","McKean, PA","$1,563,408","Thousands of dollars"
"2011","42085","Mercer, PA","$3,953,975","Thousands of dollars"
"2011","42087","Mifflin, PA","$1,386,329","Thousands of dollars"
"2011","42089","Monroe, PA","$6,020,216","Thousands of dollars"
"2011","42091","Montgomery, PA","$63,912,154","Thousands of dollars"
"2011","42093","Montour, PA","$1,785,542","Thousands of dollars"
"2011","42095","Northampton, PA","$11,153,491","Thousands of dollars"
"2011","42097","Northumberland, PA","$2,545,384","Thousands of dollars"
"2011","42099","Perry, PA","$807,774","Thousands of dollars"
"2011","42101","Philadelphia, PA","$87,312,810","Thousands of dollars"
"2011","42103","Pike, PA","$1,206,937","Thousands of dollars"
"2011","42105","Potter, PA","$776,537","Thousands of dollars"
"2011","42107","Schuylkill, PA","$4,645,357","Thousands of dollars"
"2011","42109","Snyder, PA","$1,203,189","Thousands of dollars"
"2011","42111","Somerset, PA","$2,545,471","Thousands of dollars"
"2011","42113","Sullivan, PA","$200,086","Thousands of dollars"
"2011","42115","Susquehanna, PA","$1,688,319","Thousands of dollars"
"2011","42117","Tioga, PA","$1,718,740","Thousands of dollars"
"2011","42119","Union, PA","$1,483,119","Thousands of dollars"
"2011","42121","Venango, PA","$1,750,285","Thousands of dollars"
"2011","42123","Warren, PA","$1,318,444","Thousands of dollars"
