Patient Zip Code,Partially Covered,Fully Covered
17975,1,0
18004,1,0
18000,22,172
16316,452,2989
16212,19,171
15466,46,255
16935,65,552
16124,75,842
16055,505,5661
19547,258,2823
19073,2704,17821
18972,163,1582
17082,99,1573
15863,13,80
15449,19,121
18080,500,7277
17982,24,221
16832,29,241
15020,17,118
16125,907,8710
16115,177,1434
18703,20,145
18219,127,1056
17029,14,204
15053,13,118
15653,0,2
15236,2800,25331
17225,870,8149
18027,1,2
18024,1,0
18047,3,7
18028,1,0
18021,2,4
18025,3,3
18029,1,1
18026,2,1
18022,1,0
18033,0,3
15623,44,518
15490,32,249
15228,2088,16334
16735,486,3033
16160,92,414
16030,16,154
18250,202,1959
17221,23,225
19113,11,15
15349,54,575
17970,164,1883
17966,0,4
15116,1079,11387
18710,1,2
19346,13,39
16878,53,947
15662,12,97
17959,68,795
15423,78,968
16117,983,8838
16053,185,2482
16836,60,530
15483,68,251
17035,16,268
16664,49,647
16416,3,48
17025,1667,12431
18057,2,2
18089,1,0
18082,1,7
18050,4,6
18061,0,2
17505,52,344
15616,12,75
15542,55,426
19504,273,3320
16937,13,64
19541,218,2421
17516,201,2371
19022,362,2265
17263,27,128
17830,54,991
15403,1,1
15552,238,2207
17339,418,4356
19099,12,7
16854,75,647
17247,11,62
15695,26,150
19560,640,5660
18661,366,3549
15848,44,513
15637,97,925
18935,29,154
15961,42,435
18120,1,1
18144,0,1
18096,1,0
18097,0,2
18132,0,1
18131,0,1
18121,1,1
18172,0,1
18152,1,1
18125,1,0
18140,1,2
18100,0,1
18090,0,1
18160,1,1
18138,1,0
18124,1,0
18142,1,0
18099,0,1
18115,0,1
18094,0,1
18122,2,0
18098,1,0
18136,0,1
16652,1639,9414
19603,32,158
17638,0,3
18941,2,5
17922,263,2849
15087,20,93
19135,1474,3907
18503,241,1207
19438,2032,19363
15064,27,225
18927,57,222
18904,5,9
19006,2808,18319
18945,2,17
18012,29,93
17087,105,1056
16343,42,212
18465,69,804
15531,170,1593
19533,490,4424
19435,57,226
17111,4051,26308
17944,18,150
19090,2389,15970
19444,1298,10256
17302,93,1079
15435,40,259
15940,122,864
19017,66,308
18630,181,1461
17355,16,56
18195,0,4
18212,10,104
18196,0,1
18205,0,1
18213,0,1
18233,3,0
18228,0,2
18204,0,1
18203,1,0
18181,1,0
18227,0,4
18207,0,1
18194,2,2
18206,0,1
17327,417,4170
17210,9,121
18417,92,563
19481,82,362
17362,613,7555
16361,13,73
17272,14,50
15089,356,3589
18436,1161,8782
19066,947,5523
19463,4,13
19056,1752,10892
18704,2585,21260
15696,48,260
15674,39,155
18977,476,3517
15227,2332,21503
17372,233,2184
19132,1460,3732
18834,178,1543
18304,0,1
18238,0,1
18236,1,0
18306,0,2
18262,0,2
18291,0,1
18305,1,3
18253,1,0
18299,1,2
18258,0,1
18311,0,1
18274,0,1
18241,47,333
18292,1,1
18246,14,78
18310,0,3
18256,30,154
18273,0,1
18295,0,1
18284,1,0
18307,2,2
18239,10,91
18264,0,1
17533,2,35
16689,15,163
18454,16,110
18237,205,1970
17831,11,89
19331,26,94
15827,15,150
15147,1358,11028
17547,469,4926
16732,68,178
16506,2116,18015
18822,157,1267
17536,103,997
17237,78,792
15244,12,35
17529,92,1079
15834,186,2277
17238,27,499
15549,7,38
17006,38,352
17861,11,93
16654,52,1777
16750,18,177
15470,41,399
18079,21,225
19325,3,3
18433,475,4640
17099,42,656
15108,4337,31467
19147,4235,8543
16625,206,1437
16347,152,990
18312,1,0
18329,0,2
18316,1,0
18314,1,1
18317,0,1
18313,0,1
17228,22,371
19034,852,5924
19104,4937,10589
17023,155,1776
15438,135,1087
15289,270,430
15302,1,3
16006,2,9
17774,30,504
19054,1601,11862
15851,250,2908
17088,42,363
16340,96,812
15450,153,2309
17056,11,49
15540,13,121
19086,1387,10742
18037,351,5293
18930,150,1546
19009,229,801
15544,16,85
18602,49,267
15336,10,36
17317,32,187
15829,42,495
17265,22,209
17401,1563,8964
15311,59,655
18031,897,9327
18380,3,2
18363,0,3
18338,0,4
18359,0,1
18377,1,0
18364,2,0
18398,0,2
18388,0,1
18404,1,4
18375,1,0
18341,3,13
18382,3,0
18348,5,13
18369,0,1
17019,1290,10652
16333,34,192
17406,1252,14347
18601,7,29
15601,4350,36935
16353,165,1401
16950,131,1277
16210,39,407
16057,703,5823
15747,80,869
18924,2,10
15310,10,86
19235,1,2
16159,242,2184
15123,26,34
17876,101,1146
19516,16,52
16112,94,611
15107,7,35
17936,69,436
15281,1,2
17365,127,1289
19150,2249,6621
18049,1137,14180
15260,9,43
19475,1119,8465
15870,90,657
17080,25,205
18415,78,518
18413,23,128
18416,4,19
18409,0,1
18408,0,5
16749,271,1760
15317,3978,31857
16029,33,341
19087,4974,28651
18011,341,3962
15439,12,57
17878,68,831
15853,362,3414
16881,77,927
17601,4496,43922
19096,2245,14130
19382,6389,40505
17545,1036,12320
18330,603,5090
19025,788,6121
15131,608,5462
18336,339,1424
16667,57,465
16428,885,6859
18424,512,3895
15342,344,3290
17229,20,380
16738,146,612
18403,486,5865
19365,571,4368
19470,42,147
16248,119,1363
16804,24,164
18352,57,292
15367,812,7310
19326,2,2
17881,64,691
18651,620,5362
19429,5,7
19095,1128,6097
16342,119,1089
15711,22,178
15683,459,4223
17834,231,2268
16404,112,1004
16136,100,431
19552,1,3
17836,9,69
15410,40,319
17403,2929,24950
18848,566,3865
17550,89,618
19421,80,300
15075,24,118
16406,162,1475
18437,18,109
18429,0,1
18423,0,2
18448,0,3
18443,34,241
18449,0,2
18442,1,1
16120,109,801
17404,2714,24650
19116,2622,7272
19353,10,37
19035,733,3993
15611,42,249
19020,7421,41466
19154,2169,7057
19067,6550,40032
19490,95,514
18302,1294,10196
15035,151,1283
15727,17,66
19311,1374,6332
19501,107,617
15475,99,625
18092,187,2218
17363,612,5649
16514,17,76
17032,396,4350
16651,112,1547
17125,0,3
16345,243,1927
15345,98,749
17069,16,61
19097,5,13
16049,118,1304
17534,24,136
16255,89,793
18457,24,99
16744,33,127
19458,0,7
17321,87,836
15427,58,595
18244,24,117
15340,92,772
16211,8,43
16646,109,1167
18892,0,1
16027,35,248
19635,0,2
17072,31,157
16833,188,2562
18401,3,8
16422,31,158
18949,43,214
18821,59,419
18060,29,119
17865,11,66
16856,23,162
15772,61,630
17005,31,180
18506,2,4
15463,28,190
15927,69,589
16061,93,1223
15686,52,472
19697,0,1
15323,207,1854
15909,236,2725
16698,73,2783
17762,24,210
19439,0,1
15083,47,501
17031,2,1
17820,225,3693
15051,36,294
17018,278,2601
15956,115,1265
19219,0,1
17054,8,71
19345,16,41
18953,16,130
15561,9,76
16327,116,1139
17693,1,2
15016,3,11
17098,103,1259
17021,23,377
16868,87,681
15628,50,307
16745,81,831
17953,33,265
19473,1368,11496
18459,13,67
18463,21,126
18467,1,0
17340,542,5277
15610,175,1762
15474,73,690
15618,131,1253
16930,63,585
15646,16,135
16220,13,40
15638,21,119
16621,30,289
17735,1,23
18529,1,2
18545,0,1
18500,0,2
18587,0,1
18522,1,3
18578,1,3
18541,0,2
18551,0,2
18534,0,1
18565,0,1
18526,0,1
18490,0,1
18570,1,4
15868,71,783
18656,139,1269
19404,60,146
17748,58,354
19479,1,2
19698,0,3
17051,112,2023
15078,53,270
19480,25,55
15359,12,101
15742,59,327
15530,203,2047
15538,28,249
17841,105,1822
18220,20,136
17560,209,2200
16925,154,969
16512,27,89
17262,22,402
18649,1,3
18611,4,23
18637,2,1
18607,1,4
18595,0,1
18653,15,47
18427,63,259
19612,22,153
16740,124,534
16410,93,887
18701,316,1474
16725,31,103
16680,19,220
17306,50,324
19641,0,2
19486,25,102
15938,109,1365
15014,243,1804
15679,151,1546
16635,712,6488
15641,44,299
17938,110,1380
18018,3082,23437
19408,42,82
18777,0,1
18672,0,1
18767,1,0
18813,7,29
18744,0,1
18683,0,1
18807,0,2
18721,0,1
18696,1,2
15905,1375,13060
19543,410,3838
19002,4239,28890
17555,187,2202
16648,1142,9442
15430,30,173
17951,22,225
15717,470,5065
18976,2256,18508
15037,633,6824
16830,750,6763
16258,81,830
18942,227,1931
18644,521,5324
19520,389,3692
17506,23,144
16156,143,1402
19114,1762,5000
17349,620,5338
19505,222,2263
15215,1319,10198
15142,219,1656
19152,2180,4694
15668,1180,10522
16507,737,4748
15224,1449,8203
16874,53,727
15046,179,1630
17073,175,2334
15924,64,527
18045,2217,23427
18657,838,6783
15663,44,313
15676,54,315
15068,2538,24076
18054,289,2982
17925,20,245
19014,1708,15069
18109,1585,11725
19058,24,79
15535,57,532
15828,11,172
19094,402,3217
17853,88,1057
18071,672,6423
15121,1,10
19075,841,6482
15033,276,2213
17255,25,367
15928,97,1280
16151,9,66
15437,192,1567
18053,99,1401
19115,2519,6650
15461,230,1904
15001,2395,19715
17318,43,217
18839,0,3
18818,58,369
18903,1,6
18896,0,3
18874,2,4
19423,34,94
15060,105,611
15026,328,2351
19460,5314,34399
18434,245,3106
18810,428,2939
18055,793,8981
15320,254,2391
15825,324,4622
19474,187,864
18641,423,4654
18105,90,277
15238,1555,12068
17325,1765,17426
18077,165,1512
19129,1060,3031
17512,1150,11325
15413,46,254
16668,152,1489
17034,211,1532
17608,29,160
15690,457,4519
17004,100,1760
15047,48,240
18957,9,94
18948,2,2
18982,0,1
18978,3,2
18991,1,7
19024,8,7
18986,1,5
19011,2,6
18992,2,4
19042,1,11
18998,1,0
19062,3,7
19105,18,62
19100,0,7
19077,2,5
19173,1,0
19156,2,1
19169,0,1
19117,4,13
19165,1,1
19174,1,1
19280,0,1
19225,1,0
19209,0,1
19188,1,4
19267,0,1
19183,5,5
19214,0,2
19179,2,6
19247,1,0
19329,1,2
19371,1,2
19394,0,2
19459,1,1
19445,0,4
19427,2,3
19500,1,0
19532,1,2
19642,1,1
19598,1,2
19695,0,1
19680,2,0
19685,0,1
19694,1,4
19668,1,1
19699,0,3
19692,1,2
19690,0,1
19672,0,1
19691,0,2
19696,0,6
19673,0,1
15741,6,32
16362,46,406
15274,2,1
16139,0,2
15259,1,3
15968,1,1
15408,0,1
16260,10,106
15308,0,2
15528,1,0
15272,0,4
16122,0,1
15516,0,1
15773,23,199
15726,0,3
15299,1,0
15815,0,2
15705,21,36
16012,1,2
15871,1,1
16032,1,0
15380,27,209
15156,1,3
16209,1,0
15803,0,1
19628,0,2
16047,2,2
15198,0,2
16144,0,3
19590,0,1
15989,1,0
19410,1,1
15335,2,3
15356,1,0
15503,1,1
19587,0,1
19549,21,147
19626,0,2
15900,0,2
15992,0,1
15608,3,15
15113,3,2
15731,34,189
15939,0,3
15128,2,9
15397,0,2
19449,1,2
19634,3,2
19412,0,1
16213,13,70
15163,1,2
16035,6,65
15752,7,51
16077,0,2
15095,3,8
15716,57,286
19544,13,58
15959,12,104
15476,17,106
15361,12,77
15155,0,1
15527,1,1
15286,1,0
19617,1,0
15029,1,2
16195,0,1
15590,1,2
15173,0,1
19527,0,1
19397,0,4
19657,0,1
15434,30,154
19488,2,2
15761,8,36
15278,2,3
15565,0,16
15109,2,3
15263,1,8
15124,1,3
16216,2,1
16348,2,6
15404,1,2
19648,1,2
19416,1,2
16246,12,97
19476,1,3
16039,6,55
15560,15,82
16265,1,0
15150,0,1
15457,0,1
18825,7,87
19517,2,2
19109,7,17
15844,0,2
16108,1,2
19357,14,63
15532,6,44
19300,2,1
15778,9,60
16321,10,49
19578,4,3
15471,0,1
16305,1,0
18849,0,1
15119,1,0
15268,1,1
19248,1,0
15292,0,1
16067,4,6
18762,0,1
19303,2,0
19229,0,1
15326,3,8
19559,43,191
19332,1,5
15258,2,0
16172,8,26
15273,2,3
16221,1,27
19158,0,4
15817,0,1
18731,0,1
16007,1,1
19494,3,5
18864,0,2
16600,1,2
15950,0,1
19514,1,1
15245,3,5
18851,25,200
15105,2,15
16013,1,0
16612,1,0
18514,0,5
18918,3,21
18766,13,82
15371,0,1
16237,0,1
18803,0,1
16043,0,1
15974,0,1
18664,2,1
16104,1,0
15405,0,1
15706,3,3
15166,1,0
15070,1,0
15485,0,2
19572,0,3
19391,2,1
15467,8,49
15743,1,1
19193,1,4
18812,66,377
15307,1,4
15174,0,1
19307,1,1
19591,1,0
15913,0,3
19644,0,2
19636,2,2
19238,0,1
15094,0,5
16162,0,1
19620,0,2
19519,7,12
18547,1,2
15254,2,3
16065,1,7
15564,3,21
16363,1,0
15277,1,11
19618,0,1
15738,6,102
18580,0,1
19413,0,3
16073,0,1
18908,0,1
19461,3,2
15100,0,2
15365,10,61
16628,0,2
15784,1,68
15688,50,371
18815,2,6
16606,1,5
15593,0,1
16356,0,1
19349,1,2
18680,0,1
16535,0,1
16060,1,5
16256,26,265
15319,1,3
15249,0,4
19088,8,18
16565,7,21
19600,1,6
19207,2,0
16227,0,3
19049,8,23
15160,1,3
19089,8,10
19270,0,1
18740,0,1
19546,1,0
18939,1,10
18629,80,838
16331,5,40
15446,40,275
16552,0,1
15182,0,2
19400,1,4
16111,38,263
19569,1,0
15990,1,0
15603,2,5
16308,0,2
16090,1,1
18542,2,0
16128,3,1
16607,0,2
16357,1,0
19467,1,4
15568,2,2
15250,3,4
19321,3,3
15379,5,52
19538,14,61
16632,0,1
19417,1,2
15802,0,1
16147,2,7
18476,0,2
15555,6,25
18533,0,1
15630,2,4
15750,10,75
15569,0,1
18820,1,5
18694,0,2
16344,38,181
19292,0,1
18568,0,1
18872,1,0
15821,8,86
16250,8,99
19656,1,2
15651,0,2
15099,1,6
15734,25,136
19576,1,1
19252,1,2
18525,0,1
19187,1,2
15854,0,1
16594,1,0
18659,1,0
18926,2,8
19084,4,9
18604,1,4
18800,0,1
16542,0,2
18750,0,1
18549,0,1
15536,16,150
15194,0,1
19550,32,186
18712,0,1
15013,1,4
19583,1,0
18594,1,2
19386,2,2
19433,1,2
15041,2,1
15983,0,1
19396,1,0
15607,4,4
19471,1,0
18997,0,2
15073,0,3
15262,4,6
15269,1,0
19180,1,1
15002,20,81
16217,6,82
19553,0,1
15293,0,1
18675,1,1
15746,26,110
15418,0,1
19633,0,3
16174,0,1
15645,2,2
15775,4,5
18996,4,7
16620,19,144
19246,2,0
15809,0,1
19164,0,5
16355,2,1
18860,0,2
18907,1,2
15962,18,116
18487,0,1
18652,0,1
15891,0,1
16202,1,1
19157,4,5
16152,0,3
19192,0,3
16546,30,132
15730,5,43
18922,9,54
16570,0,1
15491,0,2
18758,0,1
15176,1,1
15151,0,1
18720,0,1
19198,0,2
15290,4,8
16083,1,3
19647,0,1
18804,1,0
18979,20,63
19625,1,1
18645,0,1
15152,2,0
15917,0,1
15667,0,2
19515,0,2
15484,11,123
16332,11,48
19566,3,6
19194,3,3
15916,0,1
19573,0,1
16531,0,1
18646,0,1
19302,5,6
18608,0,1
19640,4,8
18919,0,2
18715,0,2
19622,2,1
15929,10,56
16044,1,3
16530,2,0
15649,1,6
15284,0,1
19240,1,0
15756,11,84
16554,0,1
15523,1,4
16215,0,1
15440,17,128
15677,34,272
16000,1,1
18984,1,7
15602,3,8
19191,1,4
19323,1,0
19447,2,7
18515,2,17
16457,1,0
15373,1,0
16451,1,0
18535,0,2
16167,0,1
18494,1,0
15858,1,0
19414,0,3
18572,0,1
18726,1,0
15406,0,1
19495,1,0
15165,0,1
15805,1,3
15953,7,35
15192,1,1
18581,0,1
19592,1,1
18852,0,1
15306,0,2
19570,2,1
18613,0,2
19308,4,2
15991,0,1
18484,0,1
16515,2,8
16336,1,2
19645,0,2
15922,12,154
19619,0,4
16309,0,1
16317,75,633
19230,0,1
15255,0,1
19430,17,125
15420,32,130
15007,33,283
16566,0,3
15270,2,3
19202,1,0
19206,0,1
15764,9,47
16375,6,23
15337,30,267
16521,0,1
19388,1,1
15708,0,1
16135,1,2
15595,0,1
15744,4,27
18989,2,1
15947,0,1
18816,9,71
16096,1,0
19377,0,1
15699,0,1
16015,0,3
15733,14,69
19005,13,16
15265,0,1
15276,3,5
19175,1,2
18771,0,1
19327,0,3
16590,2,3
16244,10,96
18666,1,3
18866,5,9
18909,2,2
18699,1,2
15159,0,1
19182,4,8
18543,0,1
19271,0,1
15111,2,0
15366,14,85
19159,1,3
18741,0,2
16158,1,2
16282,0,1
18475,0,2
19245,0,2
15749,1,3
18693,0,1
18591,0,3
18827,0,5
16110,12,165
19434,2,1
15985,1,0
19483,1,2
15720,14,81
19185,1,0
16302,0,3
19575,0,3
19045,7,12
19337,1,0
18770,0,1
18843,11,79
19466,11,23
18658,0,1
15251,1,7
15295,1,2
16072,0,1
16500,2,2
15609,0,7
15506,0,1
15266,1,3
15080,2,3
15771,44,329
16191,0,1
15177,0,1
19305,0,1
15776,2,25
16432,2,0
15903,2,4
15570,0,1
19163,4,2
19221,2,0
19521,0,1
16616,3,51
15694,0,2
16223,11,76
19315,2,3
16010,2,1
15781,12,104
18888,0,1
19655,0,1
18567,1,1
15652,2,3
19485,0,1
16203,1,1
16545,0,1
15763,0,7
18524,0,1
15115,1,0
16437,0,1
19181,3,2
19370,1,6
15386,0,1
16567,0,1
18796,0,2
15657,0,2
19651,0,1
16631,11,48
18751,0,1
19201,1,4
18714,0,1
15967,0,1
15048,3,1
15866,3,71
16082,1,2
15859,1,0
15153,0,2
16253,2,60
15097,1,0
18765,0,1
16234,3,30
15925,10,81
18639,0,1
19556,0,1
19069,1,6
19537,1,1
18965,3,11
19098,3,11
18934,38,200
18900,5,3
19340,7,18
18995,0,1
18717,1,0
19582,1,0
15807,1,0
18532,0,1
19624,0,2
19172,2,4
16004,0,1
15517,0,1
15881,0,1
15606,4,13
18502,7,41
18373,0,1
15130,1,2
19451,2,9
18674,1,1
16026,0,3
19502,0,1
19418,1,1
15758,2,12
18564,0,1
15648,0,3
19212,0,1
18620,0,2
16560,1,1
19448,1,4
18497,0,1
19313,0,9
15725,71,616
18670,0,1
15157,3,0
19275,0,1
19091,4,10
18742,1,0
16106,1,6
15011,3,5
16460,2,0
16261,0,8
16556,0,2
19441,4,9
19213,1,1
18973,0,8
19195,9,6
19393,5,2
15524,0,1
19328,0,4
18757,0,1
19646,1,8
19493,7,7
19178,0,4
15256,0,2
18540,2,3
15740,1,0
15529,0,2
18584,1,1
19415,2,2
19389,2,1
15643,2,6
15562,16,89
15804,0,3
19242,1,1
16604,1,2
15598,0,1
18817,13,97
15948,30,303
16532,0,1
19170,4,1
18381,0,1
15426,0,1
19378,1,0
16062,2,1
19155,5,7
19361,3,2
18769,0,1
18516,0,2
15852,0,1
16241,0,2
16031,0,2
19309,0,1
16243,1,0
15621,5,9
15354,0,2
15040,1,2
18700,1,1
16498,0,2
15283,0,1
15164,0,2
15770,5,76
15407,0,1
19071,1,4
19548,20,61
19059,5,2
15117,0,3
19264,1,0
15190,0,1
19324,2,0
15915,2,0
15999,1,0
19594,0,1
15986,0,1
18647,1,1
15023,1,2
19190,7,4
18450,0,1
18521,1,1
19203,2,1
15008,0,2
19234,1,0
19509,3,2
18440,18,113
18577,0,2
15058,0,6
19160,4,13
15496,0,1
15614,0,2
18869,0,1
19616,0,1
15797,0,2
18544,0,1
16208,1,1
18362,1,2
18737,1,1
15304,0,3
15441,4,7
15402,2,2
18345,0,3
18985,1,2
19166,4,0
18830,17,157
15875,0,1
16609,0,3
18478,0,1
16016,1,2
19184,3,4
16544,3,12
15154,0,3
15334,10,83
16322,8,54
18638,0,1
15526,1,0
18441,15,107
19564,17,105
19650,0,11
15495,1,0
15036,2,6
16247,0,2
19304,0,1
16474,1,0
15180,0,2
15287,0,1
18764,3,7
15149,0,2
16036,14,103
18808,0,1
19220,0,2
18981,6,24
16081,2,3
16588,0,1
16109,0,1
15305,0,1
15713,15,97
19384,0,7
19489,1,1
15669,0,1
15339,2,9
18999,2,2
15264,1,15
15267,2,5
15328,0,1
16164,0,2
16017,2,2
15384,0,1
19630,1,0
15296,0,1
15079,0,2
18994,0,2
15505,2,1
18722,0,1
18474,2,0
15783,7,47
18422,1,2
19244,1,0
15460,19,67
19161,1,2
18959,1,0
19524,0,2
19351,11,39
18378,0,1
16614,0,1
15096,0,4
18876,1,2
16011,1,2
16131,47,368
18690,1,1
16205,0,3
16459,0,1
15455,21,106
15912,1,0
19580,1,1
16304,1,1
15543,1,0
19452,0,2
16540,1,1
19249,0,2
16598,1,1
19379,1,0
19051,3,10
18802,0,1
15702,1,1
18561,0,1
18755,0,1
16154,114,1192
16312,1,11
19581,1,0
15171,1,1
18662,0,1
16068,1,1
19112,15,166
16274,1,0
15843,0,1
16113,34,255
16519,3,2
15605,6,7
15114,0,1
19334,2,9
15279,1,1
15252,0,4
15566,4,0
15377,27,219
15548,5,15
16219,1,0
16334,41,216
16192,0,1
19420,1,10
16634,9,146
15777,9,55
15240,1,5
18511,0,3
16369,0,1
15964,0,4
15753,15,150
15814,1,0
18530,0,1
18406,1,3
15573,0,2
16446,0,1
15247,0,1
18566,0,1
15600,0,1
19660,1,1
15862,1,0
15257,1,4
19356,3,7
16126,1,3
15103,0,5
18897,0,1
19019,16,43
